entid,region_id,entertype_tax,industry_tax,registertype,economic_type,incometax_rate,collection_type,EMPNUM,year
128440111,123,,,20,1271,,2,5.0,2015.0
128440111,123,,,20,1271,0.25,2,1.0,2017.0
342806490,136,0.0,2.0,9,306,0.25,0,,
342806490,136,,,9,1048,,2,5.0,2016.0
342806490,136,,,9,1048,,2,2.0,2015.0
342806490,136,,,9,1048,0.25,2,5.0,2017.0
297657832,103,0.0,1.0,20,100,0.25,0,,
297657832,103,,,20,648,,2,6.0,2016.0
297657832,103,,,20,648,,2,6.0,2015.0
297657832,103,,,20,648,0.25,2,8.0,2017.0
207081036,217,,1.0,20,126,0.25,1,,
207081036,217,,,20,699,,2,6.0,2016.0
1227002332,227,,2.0,9,450,0.25,1,,
1227002332,227,,,9,1326,,2,5.0,2016.0
1227002332,227,,,9,1326,,2,5.0,2015.0
1227002332,227,,,9,1322,0.25,2,5.0,2017.0
1150755124,99,,,20,737,,2,10.0,2016.0
1150755124,120,,,20,737,0.25,2,3.0,2017.0
1094599775,170,0.0,2.0,20,258,0.25,0,,
1094599775,170,,,20,999,,2,10.0,2016.0
1094599775,170,,,20,999,,2,10.0,2015.0
1094599775,170,,,9,999,0.25,2,10.0,2017.0
192416561,103,0.0,2.0,9,431,0.25,0,,
192416561,103,,,9,1264,,2,1.0,2016.0
192416561,103,,,9,1264,,2,4.0,2015.0
192416561,103,,,9,1264,0.25,2,2.0,2017.0
1063055180,105,,2.0,9,344,0.25,1,,
1063055180,105,,,9,1103,,2,40.0,2016.0
1063055180,105,,,9,1103,,2,12.0,2015.0
1063055180,105,,,9,1103,0.25,2,55.0,2017.0
344253608,221,0.0,2.0,9,478,0.25,1,,
344253608,221,,,9,1381,,2,5.0,2016.0
344253608,221,,,9,1381,,2,5.0,2015.0
714745030,148,0.0,2.0,20,14,0.25,0,,
714745030,148,,,20,522,,2,42.0,2016.0
714745030,148,,,20,522,,2,3.0,2015.0
714745030,148,,,20,522,0.25,2,42.0,2017.0
36357781,102,,,20,1045,,2,2.0,2016.0
36357781,102,,,20,1045,0.25,2,3.0,2017.0
483311587,194,0.0,1.0,20,71,0.25,0,,
483311587,194,,,20,612,,2,80.0,2016.0
483311587,194,,,20,612,,2,100.0,2015.0
483311587,194,,,20,612,0.25,2,10.0,2017.0
11879056,213,0.0,2.0,9,478,0.25,0,,
11879056,213,,,9,1381,,2,2.0,2016.0
11879056,213,,,9,1381,,2,2.0,2015.0
11879056,213,,,9,1280,0.25,2,1.0,2017.0
540803851,209,,2.0,20,246,0.25,1,,
540803851,209,,,20,908,,2,1.0,2016.0
540803851,209,,,20,908,,2,8.0,2015.0
540803851,209,,,20,908,0.25,2,1.0,2017.0
418470430,102,,,9,1248,,2,2.0,2016.0
418470430,102,,,9,1248,,2,3.0,2015.0
418470430,102,,,9,1248,0.25,2,3.0,2017.0
161585666,160,0.0,1.0,20,155,0.25,0,,
161585666,160,,,20,743,,2,12.0,2016.0
161585666,160,,,20,743,,2,12.0,2015.0
161585666,160,,,20,743,0.25,2,3.0,2017.0
439095318,112,,,20,675,,2,0.0,2016.0
439095318,112,,,20,675,,2,5.0,2015.0
439095318,112,,,20,675,0.25,2,1.0,2017.0
673116451,245,0.0,2.0,20,258,0.25,0,,
673116451,245,,,20,998,,2,5.0,2016.0
673116451,245,,,20,998,,2,5.0,2015.0
786781850,249,0.0,1.0,9,155,0.25,0,,
786781850,249,,,9,730,,2,2.0,2016.0
786781850,249,,,9,730,,2,5.0,2015.0
786781850,249,,,9,730,0.25,2,3.0,2017.0
557592304,238,,,9,1126,,2,40.0,2016.0
557592304,238,,,9,1126,,2,40.0,2015.0
557592304,238,,,9,1126,0.25,2,4.0,2017.0
828245786,132,0.0,2.0,20,258,0.25,0,,
828245786,132,,,20,999,,2,5.0,2016.0
828245786,132,,,20,999,,2,5.0,2015.0
950635903,148,,,20,978,,2,2.0,2016.0
950635903,148,,,20,978,,2,5.0,2015.0
950635903,148,,,20,978,0.25,2,2.0,2017.0
1012600984,133,0.0,2.0,9,17,0.25,0,,
1012600984,133,,,9,531,,2,5.0,2016.0
1012600984,133,,,9,531,,2,5.0,2015.0
210785406,214,0.0,2.0,1,457,0.25,0,,
210785406,214,,,1,892,,2,16.0,2016.0
210785406,214,,,1,892,,2,16.0,2015.0
210785406,214,,,1,892,0.25,2,12.0,2017.0
812172698,126,0.0,2.0,9,258,0.25,0,,
812172698,126,,,9,996,,2,10.0,2016.0
812172698,126,,,9,996,,2,10.0,2015.0
812172698,126,,,20,996,0.25,2,1.0,2017.0
1007702875,175,,,20,598,,2,12.0,2016.0
1201376187,250,0.0,1.0,20,155,0.25,0,,
1201376187,250,,,20,737,,2,12.0,2016.0
1201376187,250,,,20,737,,2,8.0,2015.0
1201376187,250,,,20,737,0.25,2,9.0,2017.0
1112345528,100,,,20,1248,,2,2.0,2016.0
1112345528,100,,,20,1248,,2,2.0,2015.0
1112345528,100,,,20,1248,0.25,2,2.0,2017.0
1019500459,204,,,20,908,,2,10.0,2016.0
1019500459,204,,,20,908,0.25,2,2.0,2017.0
354191968,166,0.0,2.0,20,258,0.25,0,,
480346964,242,0.0,1.0,20,133,0.25,0,,
480346964,242,,,9,716,,2,16.0,2016.0
480346964,242,,,20,716,,2,2.0,2015.0
480346964,242,,,9,716,0.25,2,8.0,2017.0
1032602496,218,,,9,908,,2,2.0,2016.0
1032602496,218,,,9,908,0.25,2,1.0,2017.0
1104703010,177,0.0,2.0,9,305,0.25,1,,
1104703010,177,,,9,1017,,2,0.0,2016.0
1104703010,177,,,9,1017,,2,9.0,2015.0
1104703010,177,,,9,1017,0.25,2,3.0,2017.0
1212314502,240,0.0,2.0,22,0,0.25,0,,
1212314502,240,,,22,508,,2,5.0,2016.0
1212314502,240,,,22,508,,2,5.0,2015.0
1212314502,240,,,22,508,0.25,2,5.0,2017.0
678614325,222,0.0,2.0,20,406,0.25,1,,
678614325,222,,,20,1204,,2,3.0,2016.0
678614325,222,,,20,1204,,2,5.0,2015.0
678614325,222,,,9,1204,0.25,2,3.0,2017.0
445313035,206,0.0,2.0,20,258,0.25,0,,
445313035,206,,,20,999,,2,5.0,2016.0
445313035,206,,,20,999,,2,5.0,2015.0
944457930,210,0.0,2.0,20,258,0.25,0,,
944457930,210,,,20,1012,,2,2.0,2016.0
944457930,210,,,20,1012,,2,2.0,2015.0
944457930,210,,,20,1012,0.25,2,2.0,2017.0
471465993,228,0.0,1.0,20,108,0.25,0,,
471465993,228,,,20,674,,2,22.0,2016.0
471465993,228,,,20,739,,2,50.0,2015.0
471465993,228,,,9,1285,0.25,2,15.0,2017.0
836448228,216,0.0,2.0,22,0,0.25,0,,
836448228,216,,,22,506,,2,10.0,2016.0
836448228,216,,,22,506,,2,20.0,2015.0
836448228,216,,,22,506,0.25,2,10.0,2017.0
1117250524,182,0.0,2.0,20,258,0.25,0,,
1117250524,182,,,20,998,,2,10.0,2016.0
1117250524,182,,,20,998,,2,5.0,2015.0
1117250524,182,,,20,998,0.25,2,10.0,2017.0
1112575315,202,,,9,1253,,2,5.0,2016.0
1112575315,202,,,9,1253,0.25,2,3.0,2017.0
53571128,108,0.0,2.0,9,258,0.25,0,,
53571128,108,,,9,993,,2,2.0,2016.0
53571128,120,,,9,993,,2,5.0,2015.0
53571128,120,,,9,993,0.25,2,3.0,2017.0
565925879,149,,2.0,9,426,0.25,1,,
565925879,149,0.0,,9,426,0.25,1,,
565925879,148,0.0,,9,426,0.25,1,7.0,
565925879,149,,,9,1017,,2,1.0,2016.0
565925879,149,,,9,1254,,2,7.0,2015.0
565925879,149,,,20,1017,0.25,2,1.0,2017.0
663655444,195,0.0,2.0,9,426,0.25,1,,
663655444,195,,,9,1254,,2,8.0,2016.0
663655444,195,,,9,1254,,2,6.0,2015.0
663655444,195,,,9,1254,0.25,2,3.0,2017.0
568836155,221,,,20,1008,,2,2.0,2016.0
568836155,221,,,20,1008,,2,4.0,2015.0
1023274341,106,,,20,1253,,2,2.0,2016.0
669330546,148,0.0,2.0,9,250,0.25,1,,
669330546,148,,,9,908,,2,3.0,2016.0
669330546,148,,,9,908,,2,5.0,2015.0
669330546,148,,,20,908,0.25,2,6.0,2017.0
1155247007,212,0.0,2.0,9,306,0.25,0,,
1155247007,211,,,9,1051,,2,8.0,2016.0
1155247007,219,,,9,1051,,2,8.0,2015.0
1155247007,219,,,9,1051,0.25,2,6.0,2017.0
159963560,115,0.0,2.0,9,349,0.25,1,,
159963560,115,,,9,1103,,2,9.0,2016.0
159963560,115,,,9,1103,,2,3.0,2015.0
159963560,115,,,9,1103,0.25,2,148.0,2017.0
530659464,239,0.0,2.0,10,359,0.25,0,,
530659464,239,,,20,1110,,2,5.0,2016.0
530659464,247,,,20,1110,,2,4.0,2015.0
950587093,100,0.0,2.0,9,273,0.25,0,,
950587093,100,,,9,999,,2,6.0,2016.0
950587093,100,,,9,976,,2,5.0,2015.0
950587093,100,,,9,999,0.25,2,6.0,2017.0
286849618,248,0.0,2.0,9,252,0.25,1,,
286849618,248,,,9,915,,2,5.0,2016.0
331904252,245,0.0,1.0,9,166,0.25,1,,
331904252,245,,,20,747,,2,7.0,2016.0
331904252,245,,,9,747,,2,10.0,2015.0
331904252,245,,,20,747,0.25,2,5.0,2017.0
318990171,238,,2.0,20,306,0.25,1,,
318990171,237,,,20,1029,,2,2.0,2016.0
318990171,237,,,20,1029,,2,4.0,2015.0
318990171,237,,,20,1029,0.25,2,2.0,2017.0
1045208258,166,0.0,2.0,9,398,0.25,1,,
484548985,191,0.0,1.0,20,150,0.25,0,,
484548985,191,,,20,726,,2,23.0,2016.0
484548985,191,,,20,723,,2,12.0,2015.0
484548985,191,,,20,726,0.25,2,23.0,2017.0
643300510,212,0.0,2.0,20,258,0.25,1,,
643300510,212,,,20,966,,2,2.0,2016.0
643300510,219,,,20,966,,2,4.0,2015.0
643300510,219,,,20,966,0.25,2,2.0,2017.0
125952985,194,,,20,851,,2,2.0,2016.0
125952985,194,,,20,851,,2,10.0,2015.0
125952985,194,,,20,851,0.25,2,2.0,2017.0
912943609,245,0.0,1.0,20,225,0.25,0,,
912943609,245,,,9,851,,2,58.0,2016.0
912943609,245,,,9,781,,2,57.0,2015.0
912943609,245,,,9,851,0.25,2,75.0,2017.0
1181262699,126,0.0,2.0,20,258,0.25,0,,
1181262699,126,,,20,1008,,2,2.0,2016.0
1181262699,126,,,20,1008,,2,5.0,2015.0
1181262699,126,,,20,1008,0.25,2,3.0,2017.0
549427781,248,0.0,1.0,20,133,0.25,0,,
549427781,248,,,20,703,,2,55.0,2016.0
549427781,248,,,20,703,,2,18.0,2015.0
549427781,248,,,20,703,0.25,2,85.0,2017.0
753342913,226,,,9,851,,2,12.0,2016.0
753342913,226,,,9,851,0.25,2,10.0,2017.0
446899473,127,0.0,2.0,9,384,0.25,0,,
446899473,127,,,9,1159,,2,3.0,2016.0
446899473,127,,,9,1159,,2,3.0,2015.0
446899473,127,,,9,1159,0.25,2,2.0,2017.0
1106453921,119,0.0,2.0,20,258,0.25,0,,
1106453921,122,,,20,1008,,2,9.0,2016.0
1106453921,121,,,20,1008,,2,9.0,2015.0
1106453921,121,,,20,1008,0.25,2,6.0,2017.0
970812071,234,,,20,1018,,2,15.0,2016.0
970812071,234,,,20,1018,,2,15.0,2015.0
970812071,234,,,20,1018,0.25,2,1.0,2017.0
1106278934,124,,,9,1248,,2,3.0,2016.0
1106278934,124,,,9,1248,0.25,2,3.0,2017.0
2126661,221,0.0,2.0,20,438,0.25,0,,
2126661,221,,,20,1275,,2,32.0,2016.0
2126661,221,,,20,1275,,2,8.0,2015.0
2126661,221,,,9,1275,0.25,2,27.0,2017.0
248776390,198,,,9,1126,,2,2.0,2016.0
248776390,198,,,9,1126,,2,5.0,2015.0
248776390,198,,,9,1126,0.25,2,5.0,2017.0
1145184588,250,0.0,1.0,20,155,0.25,1,,
1145184588,250,,,20,737,,2,3.0,2016.0
1145184588,250,,,20,737,,2,3.0,2015.0
1145184588,250,,,20,737,0.25,2,7.0,2017.0
1058425949,102,0.0,2.0,20,258,0.25,0,,
1058425949,102,,,20,978,,2,5.0,2016.0
1058425949,102,,,20,978,,2,6.0,2015.0
1058425949,102,,,20,978,0.25,2,4.0,2017.0
269619435,139,0.0,2.0,9,258,0.25,0,,
269619435,139,,,9,1010,,2,3.0,2016.0
269619435,139,,,9,1010,,2,3.0,2015.0
269619435,139,,,9,1010,0.25,2,3.0,2017.0
640404632,139,0.0,2.0,9,258,0.25,0,,
640404632,139,,,9,999,,2,9.0,2016.0
640404632,139,,,9,999,,2,3.0,2015.0
640404632,139,,,9,999,0.25,2,9.0,2017.0
335419973,180,0.0,2.0,9,258,0.25,0,,
335419973,180,,,9,968,,2,3.0,2016.0
335419973,180,,,9,968,,2,3.0,2015.0
335419973,180,,,9,968,0.25,2,13.0,2017.0
732306730,194,0.0,1.0,20,58,0.25,1,,
732306730,194,,,9,590,,2,5.0,2016.0
732306730,194,,,9,590,,2,50.0,2015.0
732306730,194,,,9,590,0.25,2,3.0,2017.0
693819731,181,0.0,2.0,9,258,0.25,0,,
693819731,181,,,9,967,,2,5.0,2016.0
693819731,182,,,9,967,,2,3.0,2015.0
693819731,182,,,9,967,0.25,2,5.0,2017.0
111286211,101,0.0,2.0,9,258,0.25,0,,
111286211,101,,,9,976,,2,2.0,2016.0
111286211,102,,,9,976,,2,2.0,2015.0
111286211,102,,,9,976,0.25,2,4.0,2017.0
284530335,123,0.0,2.0,20,258,0.25,0,,
284530335,123,,,9,998,,2,6.0,2016.0
284530335,123,,,20,998,,2,6.0,2015.0
284530335,123,,,9,998,0.25,2,6.0,2017.0
360839424,189,0.0,2.0,9,306,0.25,0,,
360839424,189,,,9,1021,,2,5.0,2016.0
700577215,112,,,20,975,,2,6.0,2016.0
700577215,112,,,20,975,,2,3.0,2015.0
700577215,112,,,20,975,0.25,2,2.0,2017.0
361669460,172,0.0,1.0,9,126,0.25,0,,
361669460,172,,,9,701,,2,1.0,2016.0
361669460,172,,,9,701,,2,200.0,2015.0
361669460,172,,,9,701,0.25,2,20.0,2017.0
942703303,186,0.0,2.0,9,349,0.25,0,,
942703303,185,,,9,1103,,2,35.0,2016.0
942703303,186,,,9,1103,,2,2.0,2015.0
942703303,186,,,9,1103,0.25,2,37.0,2017.0
334427936,246,0.0,1.0,20,155,0.25,0,,
334427936,246,,,20,731,,2,10.0,2016.0
334427936,246,,,20,731,,2,3.0,2015.0
334427936,246,,,20,731,0.25,2,8.0,2017.0
382991322,102,,,9,1012,,2,2.0,2016.0
382991322,102,,,9,1012,,2,2.0,2015.0
382991322,102,,,9,1012,0.25,2,15.0,2017.0
2604506,143,,,2,1016,,2,4.0,2016.0
2604506,143,,,2,1016,0.25,2,0.0,2017.0
1192147298,102,,2.0,9,252,0.25,1,,
1192147298,102,,,9,915,,2,5.0,2016.0
1192147298,102,,,9,915,,2,2.0,2015.0
1192147298,102,,,9,915,0.25,2,2.0,2017.0
628540474,101,0.0,2.0,20,373,0.25,0,,
628540474,101,,,9,1126,,2,107.0,2016.0
628540474,100,,,9,1126,,2,3.0,2015.0
628540474,100,,,9,1229,0.25,2,4.0,2017.0
790785896,124,0.0,2.0,9,410,0.25,0,,
790785896,124,,,9,565,,2,11.0,2016.0
790785896,124,,,9,565,,2,109.0,2015.0
790785896,124,,,9,565,0.25,2,12.0,2017.0
1117920911,195,,,20,1049,,2,7.0,2016.0
1117920911,195,,,20,1049,0.25,2,1.0,2017.0
792231041,199,,,20,1103,,2,4.0,2016.0
792231041,200,,,20,1103,,2,10.0,2015.0
792231041,200,,,20,1103,0.25,2,2.0,2017.0
950012650,125,0.0,1.0,9,147,0.25,0,,
950012650,125,,,9,721,,2,208.0,2016.0
950012650,125,,,9,747,,2,10.0,2015.0
950012650,125,,,9,721,0.25,2,205.0,2017.0
18258442,104,,,20,1017,,2,1.0,2016.0
18258442,106,,,20,1017,,2,5.0,2015.0
18258442,106,,,20,1017,0.25,2,1.0,2017.0
443270860,139,0.0,2.0,20,478,0.25,1,,
443270860,139,,,20,730,,2,2.0,2016.0
443270860,139,,,20,730,,2,24.0,2015.0
443270860,139,,,20,730,0.25,2,3.0,2017.0
863920699,157,0.0,2.0,20,258,0.25,0,,
863920699,157,,,20,1017,,2,12.0,2016.0
863920699,157,,,20,1017,,2,12.0,2015.0
897819459,161,,2.0,20,258,0.25,1,,
897819459,161,,,20,999,,2,5.0,2016.0
897819459,161,,,20,999,,2,5.0,2015.0
897819459,161,,,20,999,0.25,2,5.0,2017.0
405091695,131,0.0,1.0,20,84,0.25,0,,
405091695,131,,,20,631,,2,13.0,2016.0
405091695,131,,,20,631,,2,20.0,2015.0
405091695,131,,,9,631,0.25,2,10.0,2017.0
743995936,196,,,20,1328,,2,20.0,2016.0
743995936,196,,,20,1328,,2,20.0,2015.0
743995936,196,,,20,1328,0.25,2,45.0,2017.0
1155797450,175,,,20,599,,2,1.0,2016.0
1155797450,175,,,20,599,,2,10.0,2015.0
1155797450,175,,,20,599,0.25,2,3.0,2017.0
752235620,123,0.0,2.0,9,256,0.25,0,,
752235620,123,,,9,922,,2,5.0,2016.0
752235620,123,,,9,922,,2,12.0,2015.0
752235620,123,,,9,922,0.25,2,1.0,2017.0
1207807961,110,0.0,2.0,9,306,0.25,0,,
1207807961,110,,,9,1054,,2,0.0,2016.0
1207807961,110,,,9,1054,,2,5.0,2015.0
875627462,100,0.0,2.0,20,404,0.25,0,,
875627462,100,,,20,1203,,2,7.0,2016.0
875627462,100,,,20,1203,,2,7.0,2015.0
37509098,177,,2.0,9,0,0.25,1,,
37509098,177,,,9,514,,2,2.0,2016.0
37509098,177,,,9,514,,2,5.0,2015.0
37509098,177,,,9,514,0.25,2,2.0,2017.0
537914496,124,0.0,2.0,9,450,0.25,0,,
537914496,124,,,9,1326,,2,5.0,2016.0
537914496,124,,,9,1326,,2,5.0,2015.0
537914496,124,,,9,1278,0.25,2,5.0,2017.0
1142639773,209,0.0,2.0,20,306,0.25,0,,
1142639773,209,,,20,1048,,2,1.0,2016.0
1142639773,209,,,20,1048,,2,6.0,2015.0
546958825,161,0.0,2.0,20,258,0.25,1,,
546958825,161,,,20,998,,2,0.0,2016.0
546958825,161,,,20,998,,2,21.0,2015.0
546958825,161,,,20,998,0.25,2,0.0,2017.0
1163208582,243,0.0,1.0,28,102,0.25,0,,
1163208582,243,,,28,652,,2,6.0,2016.0
1163208582,243,,,28,652,,2,50.0,2015.0
1163208582,243,,,28,652,0.25,2,3.0,2017.0
238795099,135,0.0,2.0,2,304,0.25,1,,
238795099,135,,,2,1016,,2,1.0,2016.0
238795099,129,,,2,1016,,2,6.0,2015.0
238795099,129,,,2,1016,0.25,2,6.0,2017.0
670167267,127,0.0,2.0,9,258,0.25,0,,
670167267,127,,,9,998,,2,12.0,2016.0
670167267,127,,,9,998,,2,12.0,2015.0
670167267,127,,,9,998,0.25,2,5.0,2017.0
375066805,190,0.0,2.0,20,306,0.25,0,,
375066805,190,,,20,1021,,2,10.0,2016.0
375066805,190,,,20,1021,,2,10.0,2015.0
375066805,190,,,20,1021,0.25,2,10.0,2017.0
827967117,142,0.0,1.0,9,126,0.25,0,,
827967117,138,,,9,694,,2,22.0,2016.0
827967117,145,,,9,694,,2,20.0,2015.0
827967117,145,,,9,694,0.25,2,22.0,2017.0
630770040,195,,,9,1012,,2,5.0,2016.0
630770040,195,,,20,1012,0.25,2,5.0,2017.0
604873588,197,,,9,993,,2,8.0,2016.0
604873588,197,,,9,993,0.25,2,10.0,2017.0
250481925,203,0.0,2.0,20,258,0.25,0,,
250481925,203,,,20,1012,,2,5.0,2016.0
250481925,203,,,20,1012,,2,2.0,2015.0
250481925,203,,,20,1012,0.25,2,3.0,2017.0
736537893,148,0.0,2.0,20,306,0.25,0,,
736537893,148,,,20,1048,,2,1.0,2016.0
736537893,163,,,20,1048,,2,48.0,2015.0
736537893,163,,,9,1048,0.25,2,48.0,2017.0
498463709,101,0.0,2.0,9,404,0.25,0,,
498463709,102,,,9,1203,,2,39.0,2016.0
498463709,102,,,9,1203,,2,10.0,2015.0
498463709,102,,,9,1203,0.25,2,37.0,2017.0
589860097,127,0.0,2.0,9,258,0.25,0,,
589860097,127,,,9,998,,2,10.0,2016.0
589860097,123,,,9,998,,2,20.0,2015.0
589860097,123,,,9,998,0.25,2,1.0,2017.0
228935010,232,0.0,1.0,20,180,0.25,1,,
228935010,232,,,20,792,,2,10.0,2016.0
228935010,232,,,20,792,,2,20.0,2015.0
228935010,232,,,20,792,0.25,2,4.0,2017.0
1140496964,150,0.0,2.0,9,239,0.25,0,,
1140496964,150,,,9,897,,2,4.0,2016.0
1140496964,150,,,9,897,,2,21.0,2015.0
1140496964,150,,,9,897,0.25,2,5.0,2017.0
1137992340,196,0.0,1.0,20,191,0.25,0,,
1137992340,196,,,9,799,,2,20.0,2016.0
1137992340,196,,,9,799,,2,30.0,2015.0
1137992340,196,,,9,799,0.25,2,12.0,2017.0
121792369,241,0.0,2.0,9,17,0.25,0,,
121792369,241,,,9,531,,2,10.0,2016.0
121792369,241,,,9,531,,2,10.0,2015.0
121792369,241,,,9,531,0.25,2,20.0,2017.0
533212264,131,,1.0,9,93,0.25,1,,
533212264,131,,,9,639,,2,3.0,2016.0
533212264,131,,,9,639,,2,26.0,2015.0
533212264,131,,,9,639,0.25,2,1.0,2017.0
828773926,108,,1.0,20,210,0.25,1,,
828773926,108,,,20,839,,2,13.0,2016.0
828773926,120,,,20,839,,2,13.0,2015.0
828773926,120,,,20,839,0.25,2,36.0,2017.0
1124625536,102,0.0,2.0,9,258,0.25,0,,
1124625536,102,,,9,972,,2,2.0,2016.0
1124625536,102,,,9,972,,2,2.0,2015.0
1124625536,102,,,9,972,0.25,2,2.0,2017.0
920087607,149,0.0,2.0,20,258,0.25,0,,
920087607,149,,,20,1010,,2,4.0,2016.0
920087607,149,,,20,1010,,2,6.0,2015.0
920087607,149,,,20,1010,0.25,2,6.0,2017.0
138139524,128,0.0,1.0,9,147,0.25,0,,
138139524,128,,,9,722,,2,70.0,2016.0
138139524,128,,,9,722,,2,100.0,2015.0
138139524,128,,,9,722,0.25,2,66.0,2017.0
885229866,215,0.0,2.0,9,306,0.25,0,,
885229866,215,,,9,1021,,2,2.0,2016.0
885229866,215,,,9,1021,,2,2.0,2015.0
885229866,215,,,20,1021,0.25,2,2.0,2017.0
695959943,161,0.0,1.0,20,34,0.25,1,,
695959943,161,,,9,556,,2,40.0,2016.0
695959943,161,,,9,556,,2,22.0,2015.0
695959943,161,,,9,556,0.25,2,20.0,2017.0
998830459,135,0.0,2.0,10,307,0.25,1,,
998830459,135,,,9,1018,,2,1.0,2016.0
998830459,129,,,9,1018,,2,38.0,2015.0
998830459,129,,,20,1018,0.25,2,1.0,2017.0
566716001,133,0.0,2.0,9,306,0.25,0,,
566716001,133,,,20,1054,,2,8.0,2016.0
566716001,133,,,20,1054,,2,8.0,2015.0
566716001,133,,,20,1054,0.25,2,30.0,2017.0
111436062,100,0.0,2.0,9,277,0.25,0,,
111436062,100,,,20,981,,2,2.0,2016.0
111436062,100,,,20,981,,2,2.0,2015.0
778805330,104,0.0,2.0,20,258,0.25,0,,
778805330,106,,,20,1012,,2,4.0,2016.0
778805330,106,,,20,1012,,2,4.0,2015.0
778805330,106,,,20,1012,0.25,2,3.0,2017.0
54456367,235,0.0,1.0,2,203,0.25,0,,
54456367,235,,,9,820,,2,10.0,2016.0
54456367,235,,,9,820,,2,10.0,2015.0
54456367,235,,,9,820,0.25,2,23.0,2017.0
407662345,207,,,20,901,,2,3.0,2016.0
407662345,207,,,20,901,,2,3.0,2015.0
407662345,207,,,20,901,0.25,2,1.0,2017.0
596870767,250,0.0,2.0,9,306,0.25,0,,
596870767,250,,,9,1049,,2,8.0,2016.0
596870767,250,,,9,1049,,2,8.0,2015.0
596870767,250,,,9,1049,0.25,2,5.0,2017.0
998467460,103,0.0,2.0,20,258,0.25,0,,
998467460,103,,,20,1010,,2,2.0,2016.0
998467460,103,,,20,1010,,2,2.0,2015.0
998467460,103,,,20,1010,0.25,2,2.0,2017.0
46754004,100,0.0,2.0,20,258,0.25,0,,
46754004,100,,,20,1008,,2,2.0,2016.0
46754004,100,,,20,1008,,2,3.0,2015.0
46754004,100,,,20,1008,0.25,2,3.0,2017.0
6217199,143,0.0,2.0,9,415,0.25,0,,
6217199,143,0.0,2.0,9,415,0.25,0,,
6217199,143,,,9,1252,,2,3.0,2016.0
6217199,143,,,9,1252,,2,3.0,2015.0
6217199,143,,,9,1252,0.25,2,6.0,2017.0
569437741,101,0.0,2.0,9,415,0.25,0,,
377078513,100,,,20,1010,,2,2.0,2016.0
377078513,100,,,20,1010,,2,2.0,2015.0
377078513,100,,,20,1010,0.25,2,2.0,2017.0
1211758009,170,0.0,1.0,9,147,0.25,0,,
1211758009,170,0.0,1.0,9,147,0.25,0,,
1211758009,170,,,9,722,,2,130.0,2016.0
1211758009,170,,,9,722,,2,130.0,2015.0
1211758009,170,,,9,722,0.25,2,97.0,2017.0
881129425,104,0.0,1.0,20,234,0.25,0,,
881129425,106,,,20,889,,2,15.0,2016.0
881129425,106,,,20,889,,2,2.0,2015.0
881129425,106,,,9,889,0.25,2,28.0,2017.0
635745339,100,0.0,2.0,20,258,0.25,0,,
635745339,100,,,20,1008,,2,6.0,2016.0
635745339,100,,,20,1008,,2,5.0,2015.0
635745339,100,,,20,1008,0.25,2,4.0,2017.0
266260298,117,0.0,1.0,9,119,0.25,1,,
266260298,117,,,9,683,,2,4.0,2016.0
266260298,117,,,9,683,,2,4.0,2015.0
266260298,117,,,20,683,0.25,2,12.0,2017.0
24202223,140,,,20,999,,2,2.0,2016.0
24202223,140,,,20,999,0.25,2,2.0,2017.0
856543425,159,,2.0,9,425,0.25,1,,
856543425,159,,,9,1253,,2,7.0,2016.0
856543425,159,,,9,1253,,2,7.0,2015.0
856543425,159,,,9,1253,0.25,2,5.0,2017.0
1028838756,151,0.0,2.0,9,258,0.25,0,,
1028838756,151,,,9,998,,2,16.0,2016.0
1126254280,180,0.0,2.0,1,467,0.25,0,,
1126254280,180,,,18,1366,,2,6.0,2016.0
1126254280,180,,,1,1366,,2,6.0,2015.0
656647455,153,0.0,2.0,18,495,0.25,1,,
656647455,148,,,20,1423,,2,5.0,2016.0
656647455,153,,,20,1423,,2,10.0,2015.0
656647455,148,,,20,1387,0.25,2,3.0,2017.0
992465766,130,0.0,1.0,9,147,0.25,0,,
992465766,135,,,20,747,,2,3.0,2016.0
992465766,129,,,9,722,,2,200.0,2015.0
992465766,129,,,20,747,0.25,2,4.0,2017.0
1118224239,143,0.0,2.0,22,14,0.25,0,,
1118224239,143,,,22,522,,2,5.0,2016.0
1118224239,143,,,22,522,,2,5.0,2015.0
1118224239,143,,,22,522,0.25,2,5.0,2017.0
637198672,156,0.0,2.0,20,258,0.25,0,,
637198672,156,,,20,999,,2,3.0,2016.0
637198672,156,,,20,999,,2,6.0,2015.0
637198672,156,,,20,999,0.25,2,3.0,2017.0
742531827,250,0.0,1.0,20,155,0.25,0,,
742531827,250,,,20,737,,2,24.0,2016.0
742531827,250,,,20,737,,2,24.0,2015.0
742531827,250,,,20,737,0.25,2,15.0,2017.0
574615171,153,0.0,2.0,9,418,0.25,1,,
574615171,153,,,9,1245,,2,5.0,2016.0
1176890529,167,0.0,2.0,3,337,0.25,1,,
1176890529,167,,,3,1058,,2,3.0,2016.0
1176890529,167,,,3,1058,,2,8.0,2015.0
1176890529,167,,,3,868,0.25,2,3.0,2017.0
330230288,201,0.0,2.0,9,475,0.25,1,,
330230288,201,,,9,1378,,2,8.0,2016.0
330230288,201,,,9,1378,0.25,2,6.0,2017.0
1113403058,250,0.0,1.0,20,155,0.25,0,,
